Title,URL,Section,Description,Time,Meta_HTML
The Romantic Poems of Sir Walter Scott Volume II New Century Library,https://newyork.craigslist.org/mnh/atq/d/the-romantic-poems-of-sir/6323301620.html,new york - furniture,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/atq/d/the-romantic-poems-of-sir/6323301620.html""></div>
        </div>
Thomas Nelson and Sons<br>
London, Edinburgh, Dublin and New York 1900's<br>
<br>
VG vintage condition<br>
jr15<br>
    </section>",2017-10-24 14:42,"<span class=""result-meta"">
                <span class=""result-price"">$50</span>


                <span class=""result-hood""> (Upper East Side)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6323301620"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
WHEN WHAT'S OLD is what's new,https://newyork.craigslist.org/mnh/atq/d/when-whats-old-is-whats-new/6333584989.html,new york - furniture,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/atq/d/when-whats-old-is-whats-new/6333584989.html""></div>
        </div>
<br>
""Call me old-fashioned but I love anything... <br>
     RUSTY CHIPPED WEATHERED AND VINTAGE.""<br>
<br>
Is this how you feel, too?<br>
Yet, what's old is what's new, since at one point in time that old shebang was sparkling new!  What remains, and has great value, are THE TOTALITY of impressions in a set piece as time passed by.<br>
<br>
Great impressions<br>
Like great ideas, are by design; their success is sheer effort.  Link the two AND you benefit: so also when making possible bleeding edge tech - tomorrow's techs - today!<br>
<br>
Realize the possible in great tech: learn more - get the details here.<br>
<br>
<br>
<br>
<br>
    </section>",2017-10-24 14:44,"<span class=""result-meta"">


                <span class=""result-hood""> (Midtown)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6333584989"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Christmas Decorations/ Ornaments,https://newyork.craigslist.org/wch/atq/d/christmas-decorations/6359287663.html,new york - furniture,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/wch/atq/d/christmas-decorations/6359287663.html""></div>
        </div>
Holidays are very soon approaching!  Christmas decorations from the 50's &amp; 60's for sale!<br>
<br>
    </section>",2017-10-24 14:47,"<span class=""result-meta"">



                <span class=""result-tags"">
                    <span class=""maptag"" data-pid=""6359287663"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
diesel back pack-BookendsBrassSteelAndMore,https://newyork.craigslist.org/mnh/fuo/d/diesel-back-pack/6329300487.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/diesel-back-pack/6329300487.html""></div>
        </div>
2.blacksmith-75.00<br>
horses-$40.00=================<br>
=================================================<br>
ALSO SHELVES AND DOLLIES<br>
============================================<br>
diesel black back pack----$60.00<br>
    </section>",2017-10-24 15:10,"<span class=""result-meta"">


                <span class=""result-hood""> (Greenwich Village)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6329300487"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Pair of Smoked Lucite and Chrome Dining Side Chairs,https://newyork.craigslist.org/mnh/fuo/d/pair-of-smoked-lucite-and/6334837920.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/pair-of-smoked-lucite-and/6334837920.html""></div>
        </div>
This handsome pair of smoked lucite dining chairs with tubular chrome frames and fastenings is in very good condition: the chrome is clear of rust and pocking, the lucite is free of cracks and chips and has a few minor scuffs on the seats, and the fastenings are secure and sturdy.  The chairs are 18"" wide, the seats are 18"" high, and the seat backs are 33.5"" high.<br>
<br>
Local pick up, or email postal code for shipping estimate.<br>
<br>
CASH OR PAYPAL ONLY!  NO CHECKS OF ANY KIND.<br>
<br>
VISIT somidcentury.biz TO SEE MORE COOL STUFF!    </section>",2017-10-24 15:10,"<span class=""result-meta"">
                <span class=""result-price"">$99</span>


                <span class=""result-hood""> (Bloomingburg)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6334837920"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Vintage Mid-Century Krueger Steel Industrial Work Stool,https://newyork.craigslist.org/mnh/fuo/d/vintage-mid-century-krueger/6334829395.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/vintage-mid-century-krueger/6334829395.html""></div>
        </div>
This high-quality, vintage Krueger steel industrial work stool is in excellent vintage condition, structurally sound and with only cosmetic signs of wear consistent with its age.  Some minor paint chips and scratches.  Seat back is adjustable, and legs adjust to seat heights from 25.5"" to 33.5"" in one-inch increments.<br>
<br>
Local pick up, or email postal code for shipping estimate.<br>
<br>
CASH OR PAYPAL ONLY!  NO CHECKS OF ANY KIND.<br>
<br>
VISIT somidcentury.biz TO SEE MORE COOL STUFF!    </section>",2017-10-24 15:10,"<span class=""result-meta"">
                <span class=""result-price"">$79</span>


                <span class=""result-hood""> (Bloomingburg)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6334829395"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
cubicles / workstations / office desks,https://newyork.craigslist.org/mnh/fuo/d/cubicles-workstations-office/6349673384.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/cubicles-workstations-office/6349673384.html""></div>
        </div>
office cubicles / workstation.  each station consists of 2 desks ( in the shape of a ""T"")   You can put 2 ""T""'s together to form a square pod of 4 desks or leave as 2.  the height of the T is 5', the longest side of the T is 9'6"" and the widest width is 5""    I have a total of 5 T's or 10 working  desk units.     Price does not include delivery, we are moving from our office in midtown, you can come and view these during regular business hours.  All in very good condition    </section>",2017-10-24 15:10,"<span class=""result-meta"">
                <span class=""result-price"">$50</span>


                <span class=""result-hood""> (Midtown)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6349673384"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Bookcase / Storage Unit ................$395,https://newyork.craigslist.org/fct/fuo/d/bookcase-storage-unit-395/6359324895.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/fct/fuo/d/bookcase-storage-unit-395/6359324895.html""></div>
        </div>
West Elm <br>
Color: Espresso <br>
Solid wood on wheels<br>
64"" H x 48"" W x 13"" D<br>
<br>
Gorgeous storage piece can be used in any room <br>
Library, den , living room , mud room <br>
Like new used for staging <br>
Asking $395 obo <br>
Cash pick up only <br>
No pay pal no checks no scammers<br>
    </section>",2017-10-24 15:10,"<span class=""result-meta"">



                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6359324895"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Ted Steel Chrome Professional Clothing Rack - Won't last,https://newyork.craigslist.org/mnh/fuo/d/ted-steel-chrome-professional/6359324673.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/ted-steel-chrome-professional/6359324673.html""></div>
        </div>
Professional Ted Steel Chrome Clothing Rack Professional - won't last<br>
58"" Long - 63"" Tall - 18"" Wide<br>
cash only<br>
<br>
if the item is still up, it's still available, thanks<br>
<br>
won't last !!!    </section>",2017-10-24 15:10,"<span class=""result-meta"">
                <span class=""result-price"">$125</span>


                <span class=""result-hood""> (SoHo)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6359324673"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Ted Steel Chrome Professional Clothing Rack - Won't last,https://newyork.craigslist.org/mnh/fuo/d/ted-steel-chrome-professional/6359324992.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/ted-steel-chrome-professional/6359324992.html""></div>
        </div>
Professional Ted Steel Chrome Clothing Rack Professional - won't last<br>
58"" Long - 63"" Tall - 18"" Wide<br>
cash only<br>
<br>
if the item is still up, it's still available, thanks<br>
<br>
won't last !!!    </section>",2017-10-24 15:10,"<span class=""result-meta"">
                <span class=""result-price"">$125</span>


                <span class=""result-hood""> (SoHo)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6359324992"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Lillian August End Tables,https://newyork.craigslist.org/fct/fuo/d/lillian-august-end-tables/6359325062.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/fct/fuo/d/lillian-august-end-tables/6359325062.html""></div>
        </div>
Lillian August End Tables for sale. $30 each. Table tops have some scratches but can easily be fixed with the right wood markers/repair kits. Leg of one end table has some scuffs. All shown in photos.    </section>",2017-10-24 15:10,"<span class=""result-meta"">
                <span class=""result-price"">$30</span>


                <span class=""result-hood""> (New Canaan)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6359325062"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Beautiful Wood Reception Desk,https://newyork.craigslist.org/mnh/fuo/d/beautiful-wood-reception-desk/6331981787.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/beautiful-wood-reception-desk/6331981787.html""></div>
        </div>
This desk is in excellent and condition and beautiful. We also have a matching conference table with chairs. Original retail value of reception desk, conference table and 6 chairs was $4,100.    </section>",2017-10-24 15:10,"<span class=""result-meta"">
                <span class=""result-price"">$350</span>


                <span class=""result-hood""> (SoHo)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6331981787"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Diesel Backpak/Padlock/Bookends,https://newyork.craigslist.org/mnh/fuo/d/diesel-backpak-padlock/6334629499.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/diesel-backpak-padlock/6334629499.html""></div>
        </div>
2.blacksmith-75.00<br>
horses-$30.00<br>
==============================================<br>
PADLOCKS-AMERICAN-MASTERS-$5.00-plus<br>
=========================================<br>
====================================================<br>
DIESEL BLACK BACKPACK-CANVASS-$60.00<br>
assortment of other bags<br>
    </section>",2017-10-24 15:11,"<span class=""result-meta"">


                <span class=""result-hood""> (Greenwich Village)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6334629499"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Vintage Mid-Century Heywood Wakefield Bamboo Rattan Side Table,https://newyork.craigslist.org/mnh/fuo/d/vintage-mid-century-heywood/6335211153.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/vintage-mid-century-heywood/6335211153.html""></div>
        </div>
Attributed to Heywood Wakefield, this unmarked two-tiered rattan side table with laminate tops is in very good vintage condition, free of cracks and showing minor signs of wear on the bamboo.  The lower table is 30"" square, and the tiers are 17"" and 26"" high.<br>
<br>
Local pick up, or email postal code for shipping estimate.<br>
<br>
CASH OR PAYPAL ONLY!  NO CHECKS OF ANY KIND.<br>
<br>
VISIT somidcentury.biz TO SEE MORE COOL STUFF!    </section>",2017-10-24 15:11,"<span class=""result-meta"">
                <span class=""result-price"">$149</span>


                <span class=""result-hood""> (Bloomingburg)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6335211153"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
RegalDomeQueenLeatherChairs/Shelves/DolliesBlankets,https://newyork.craigslist.org/mnh/fuo/d/regaldomequeenleatherchairs/6334828629.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/regaldomequeenleatherchairs/6334828629.html""></div>
        </div>
DOME AND QUEEN-HUNDRED OF ORIGINAL STUDS--beautiful and regal<br>
ASKING    $3000.00 FOR PAIR<br>
=======================================================================<br>
DOME-KING--58""HIGH--29""WIDE---21""SEAT HIGH<br>
QUEEN COMPANION----50""HIGH---25""WIDE--16"" SEAT HIGH<br>
F0R THE MORE FORTUNATE------ASKING ----------$3000.00[thousand]<br>
===============================================<br>
<br>
===================================================================<br>
WIRE SHELVEling unit---60"" longX 14"" deep--72""high   3-shelves--$100.00<br>
==============================================================<br>
WIRE SHELVING UNIT -4 shelves 24""deep-- X 48""long--72""high--$125.00 EACH[one left]<br>
*********************************************<br>
DECOSBROS 2 LAYER/TIERS-48""-hanging clothes rack-$50.00-new<br>
=====================================================================<br>
used dollies-$15.00 each---------------------------------2 super dollies $30.00 each<br>
------------------------------------------------------------------------------------<br>
 large MOVING BLANKLETS-8'X6' FEET/THICK-$20.00 EACH<br>
===========================================================================<br>
===========================================================<br>
60 SMALL DRAW BIN-$20.00    </section>",2017-10-24 15:11,"<span class=""result-meta"">



                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6334828629"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Mid-Century Atomic Multi-Tiered Coffee and Side Table Set,https://newyork.craigslist.org/mnh/fuo/d/mid-century-atomic-multi/6335207530.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/mid-century-atomic-multi/6335207530.html""></div>
        </div>
Made in 1955, this set's angles and lines are all about speed, and in two-tone, like a '56 Chevy.  Dark walnut veneer on mason board with pale blond woodgrain laminate and brass and silver accents, the set is in very good vintage condition, structurally sound, with minor blemishes in the walnut finish but free of rust and tarnishing.  <br>
<br>
The two-tiered coffee table is 42.5"" long x 20"" wide and 14.5"" high.  The three tier side table is 27.5"" deep x 15.5"" wide, and the top tier is 27.5"" high.<br>
<br>
Local pick up, or email postal code for shipping estimate.<br>
<br>
CASH OR PAYPAL ONLY!  NO CHECKS OF ANY KIND.<br>
<br>
VISIT somidcentury.biz TO SEE MORE COOL STUFF!    </section>",2017-10-24 15:11,"<span class=""result-meta"">
                <span class=""result-price"">$499</span>


                <span class=""result-hood""> (Bloomingburg)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6335207530"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Two CB2 Lucinda black stacking chairs,https://newyork.craigslist.org/brk/fuo/d/two-cb2-lucinda-black/6359325526.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/brk/fuo/d/two-cb2-lucinda-black/6359325526.html""></div>
        </div>
Two CB2 Lucinda black stacking chairs, brand new, excellent condition. Will deliver to Manhattan/Brooklyn/Queens for additional $20.<br>
<br>
https://www.cb2.com/lucinda-black-stacking-chair/s591035    </section>",2017-10-24 15:11,"<span class=""result-meta"">
                <span class=""result-price"">$140</span>



                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6359325526"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
display rack,https://newyork.craigslist.org/mnh/fuo/d/display-rack/6352721998.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/display-rack/6352721998.html""></div>
        </div>
2 tier spinner display rack    </section>",2017-10-24 15:11,"<span class=""result-meta"">
                <span class=""result-price"">$10</span>


                <span class=""result-hood""> (Midtown)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6352721998"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Vintage Mid-Century Probber Style Walnut Corner Table,https://newyork.craigslist.org/mnh/fuo/d/vintage-mid-century-probber/6335196350.html,new york - antiques,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/mnh/fuo/d/vintage-mid-century-probber/6335196350.html""></div>
        </div>
Elegant and graceful, this walnut corner table designed by, or after, Probber is of high quality and in excellent vintage condition.  The walnut top sits atop an ebonized base and three legs.  The table is 27.25"" high, the the back edges are 39"" long, and the curved front edge spans 54.5"".<br>
<br>
Local pick up, or email postal code for shipping estimate.<br>
<br>
CASH OR PAYPAL ONLY!  NO CHECKS OF ANY KIND.<br>
<br>
VISIT somidcentury.biz TO SEE MORE COOL STUFF!    </section>",2017-10-24 15:11,"<span class=""result-meta"">
                <span class=""result-price"">$299</span>


                <span class=""result-hood""> (Bloomingburg)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6335196350"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
antique Kitchen Farm Sink Legs & Kitchen Farm Sink Drain Pan,https://newyork.craigslist.org/lgi/atq/d/antique-kitchen-farm-sink/6328509030.html,new york - furniture,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/lgi/atq/d/antique-kitchen-farm-sink/6328509030.html""></div>
        </div>
antique Kitchen Farm Sink Legs &amp; Kitchen Farm Sink Drain Pan<br>
<br>
<br>
<br>
<br>
<br>
Free Standing<br>
Free-standing<br>
Claw foot<br>
Claw-foot<br>
Clawfoot<br>
bear claw<br>
Lions paw<br>
Ball claw<br>
<br>
Eagle claw<br>
Pedestal tub<br>
<br>
Art Deco<br>
Vintage<br>
Victorian<br>
Salvage<br>
bathroom<br>
Bath tub<br>
Bathtub<br>
Antique<br>
Cast Iron<br>
Castiron<br>
Renew    </section>",2017-10-24 14:48,"<span class=""result-meta"">


                <span class=""result-hood""> (Manorville NY)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6328509030"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
Genuine Vintage Mink Stole,https://newyork.craigslist.org/que/atq/d/genuine-vintage-mink-stole/6325333818.html,new york - furniture,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/que/atq/d/genuine-vintage-mink-stole/6325333818.html""></div>
        </div>
Excellent condition vintage mink stole    </section>",2017-10-24 14:51,"<span class=""result-meta"">
                <span class=""result-price"">$100</span>


                <span class=""result-hood""> (Floral Park)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6325333818"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
48 star American Flag,https://newyork.craigslist.org/que/atq/d/48-star-american-flag/6325338214.html,new york - furniture,"<section id=""postingbody"">
        <div class=""print-information print-qrcode-container"">
            <p class=""print-qrcode-label"">QR Code Link to This Post</p>
            <div class=""print-qrcode"" data-location=""https://newyork.craigslist.org/que/atq/d/48-star-american-flag/6325338214.html""></div>
        </div>
Beautiful 48 star American Flag with pole<br>
Best offer takes it!    </section>",2017-10-24 14:52,"<span class=""result-meta"">


                <span class=""result-hood""> (Floral Park)</span>

                <span class=""result-tags"">
                    pic
                    <span class=""maptag"" data-pid=""6325338214"">map</span>
                </span>

                <span class=""banish icon icon-trash"" role=""button"">
                    <span class=""screen-reader-text"">hide this posting</span>
                </span>

            <span class=""unbanish icon icon-trash red"" role=""button"" aria-hidden=""true""></span>
            <a href=""#"" class=""restore-link"">
                <span class=""restore-narrow-text"">restore</span>
                <span class=""restore-wide-text"">restore this posting</span>
            </a>

        </span>"
